Medii de rezidenta, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar, Valoare
Urban, Vaslui, Anul 2010, Numar, 526
Urban, Vaslui, Anul 2011, Numar, 452
Urban, Vaslui, Anul 2012, Numar, 405
Urban, Vaslui, Anul 2013, Numar, 370
Urban, Vaslui, Anul 2014, Numar, 343
Urban, Vaslui, Anul 2015, Numar, 385
Urban, Vaslui, Anul 2016, Numar, 284
Urban, Vaslui, Anul 2017, Numar, 284
Urban, Vaslui, Anul 2018, Numar, 289
Urban, Vaslui, Anul 2019, Numar, 290
Urban, Vaslui, Anul 2020, Numar, 238
Urban, Vaslui, Anul 2021, Numar, 305
Urban, Vaslui, Anul 2022, Numar, 205
Urban, Braila, Anul 1990, Numar, 661
Urban, Braila, Anul 1991, Numar, 713
Urban, Braila, Anul 1992, Numar, 628
Urban, Braila, Anul 1993, Numar, 709
Urban, Braila, Anul 1994, Numar, 783
Urban, Braila, Anul 1995, Numar, 677
Urban, Braila, Anul 1996, Numar, 632
Urban, Braila, Anul 1997, Numar, 642
Urban, Braila, Anul 1998, Numar, 718
Urban, Braila, Anul 1999, Numar, 588
Urban, Braila, Anul 2000, Numar, 594
Urban, Braila, Anul 2001, Numar, 585
Urban, Braila, Anul 2002, Numar, 655
Urban, Braila, Anul 2003, Numar, 580
Urban, Braila, Anul 2004, Numar, 629
Urban, Braila, Anul 2005, Numar, 687
Urban, Braila, Anul 2006, Numar, 706
Urban, Braila, Anul 2007, Numar, 656
Urban, Braila, Anul 2008, Numar, 724
Urban, Braila, Anul 2009, Numar, 562
Urban, Braila, Anul 2010, Numar, 530
Urban, Braila, Anul 2011, Numar, 695
Urban, Braila, Anul 2012, Numar, 573
Urban, Braila, Anul 2013, Numar, 596
Urban, Braila, Anul 2014, Numar, 572
Urban, Braila, Anul 2015, Numar, 588
Urban, Braila, Anul 2016, Numar, 561
Urban, Braila, Anul 2017, Numar, 514
Urban, Braila, Anul 2018, Numar, 515
Urban, Braila, Anul 2019, Numar, 462
Urban, Braila, Anul 2020, Numar, 320
Urban, Braila, Anul 2021, Numar, 320
Urban, Braila, Anul 2022, Numar, 396
Urban, Buzau, Anul 1990, Numar, 307
Urban, Buzau, Anul 1991, Numar, 359
Urban, Buzau, Anul 1992, Numar, 224
Urban, Buzau, Anul 1993, Numar, 263
Urban, Buzau, Anul 1994, Numar, 260
Urban, Buzau, Anul 1995, Numar, 371
Urban, Buzau, Anul 1996, Numar, 460
Urban, Buzau, Anul 1997, Numar, 398
Urban, Buzau, Anul 1998, Numar, 492
Urban, Buzau, Anul 1999, Numar, 412
Urban, Buzau, Anul 2000, Numar, 411
Urban, Buzau, Anul 2001, Numar, 428
Urban, Buzau, Anul 2002, Numar, 395
Urban, Buzau, Anul 2003, Numar, 417
Urban, Buzau, Anul 2004, Numar, 456
Urban, Buzau, Anul 2005, Numar, 418
Urban, Buzau, Anul 2006, Numar, 461
Urban, Buzau, Anul 2007, Numar, 481
Urban, Buzau, Anul 2008, Numar, 451
Urban, Buzau, Anul 2009, Numar, 459
Urban, Buzau, Anul 2010, Numar, 446
Urban, Buzau, Anul 2011, Numar, 420
Urban, Buzau, Anul 2012, Numar, 233
Urban, Buzau, Anul 2013, Numar, 298
Urban, Buzau, Anul 2014, Numar, 282
Urban, Buzau, Anul 2015, Numar, 325
Urban, Buzau, Anul 2016, Numar, 321
Urban, Buzau, Anul 2017, Numar, 292
Urban, Buzau, Anul 2018, Numar, 238
Urban, Buzau, Anul 2019, Numar, 264
Urban, Buzau, Anul 2020, Numar, 182
Urban, Buzau, Anul 2021, Numar, 262
Urban, Buzau, Anul 2022, Numar, 189
Urban, Constanta, Anul 1990, Numar, 970
Urban, Constanta, Anul 1991, Numar, 1249
Urban, Constanta, Anul 1992, Numar, 766
Urban, Constanta, Anul 1993, Numar, 832
Urban, Constanta, Anul 1994, Numar, 715
Urban, Constanta, Anul 1995, Numar, 583
Urban, Constanta, Anul 1996, Numar, 692
Urban, Constanta, Anul 1997, Numar, 748
Urban, Constanta, Anul 1998, Numar, 710
Urban, Constanta, Anul 1999, Numar, 751
Urban, Constanta, Anul 2000, Numar, 1048
Urban, Constanta, Anul 2001, Numar, 1187
Urban, Constanta, Anul 2002, Numar, 996
Urban, Constanta, Anul 2003, Numar, 850
Urban, Constanta, Anul 2004, Numar, 796
Urban, Constanta, Anul 2005, Numar, 748
Urban, Constanta, Anul 2006, Numar, 667
Urban, Constanta, Anul 2007, Numar, 709
Urban, Constanta, Anul 2008, Numar, 685
Urban, Constanta, Anul 2009, Numar, 573
Urban, Constanta, Anul 2010, Numar, 677
Urban, Constanta, Anul 2011, Numar, 936
Urban, Constanta, Anul 2012, Numar, 907
Urban, Constanta, Anul 2013, Numar, 972
Urban, Constanta, Anul 2014, Numar, 986
Urban, Constanta, Anul 2015, Numar, 1033
Urban, Constanta, Anul 2016, Numar, 1075
Urban, Constanta, Anul 2017, Numar, 924
Urban, Constanta, Anul 2018, Numar, 816
Urban, Constanta, Anul 2019, Numar, 894
Urban, Constanta, Anul 2020, Numar, 692
Urban, Constanta, Anul 2021, Numar, 777
Urban, Constanta, Anul 2022, Numar, 688
Urban, Galati, Anul 1990, Numar, 836
Urban, Galati, Anul 1991, Numar, 1065
Urban, Galati, Anul 1992, Numar, 851
Urban, Galati, Anul 1993, Numar, 805
Urban, Galati, Anul 1994, Numar, 676
Urban, Galati, Anul 1995, Numar, 927
Urban, Galati, Anul 1996, Numar, 949
Urban, Galati, Anul 1997, Numar, 803
Urban, Galati, Anul 1998, Numar, 1099
Urban, Galati, Anul 1999, Numar, 1091
Urban, Galati, Anul 2000, Numar, 1073
Urban, Galati, Anul 2001, Numar, 880
Urban, Galati, Anul 2002, Numar, 932
Urban, Galati, Anul 2003, Numar, 1095
Urban, Galati, Anul 2004, Numar, 1089
Urban, Galati, Anul 2005, Numar, 992
Urban, Galati, Anul 2006, Numar, 1259
Urban, Galati, Anul 2007, Numar, 1236
Urban, Galati, Anul 2008, Numar, 1139
Urban, Galati, Anul 2009, Numar, 731
Urban, Galati, Anul 2010, Numar, 717
Urban, Galati, Anul 2011, Numar, 947
Urban, Galati, Anul 2012, Numar, 826
Urban, Galati, Anul 2013, Numar, 674
Urban, Galati, Anul 2014, Numar, 533
Urban, Galati, Anul 2015, Numar, 833
Urban, Galati, Anul 2016, Numar, 645
Urban, Galati, Anul 2017, Numar, 715
Urban, Galati, Anul 2018, Numar, 521
Urban, Galati, Anul 2019, Numar, 286
Urban, Galati, Anul 2020, Numar, 709
Urban, Galati, Anul 2021, Numar, 680
Urban, Galati, Anul 2022, Numar, 387
Urban, Tulcea, Anul 1990, Numar, 159
Urban, Tulcea, Anul 1991, Numar, 227
Urban, Tulcea, Anul 1992, Numar, 146
Urban, Tulcea, Anul 1993, Numar, 129
Urban, Tulcea, Anul 1994, Numar, 183
Urban, Tulcea, Anul 1995, Numar, 260
Urban, Tulcea, Anul 1996, Numar, 285
Urban, Tulcea, Anul 1997, Numar, 349
Urban, Tulcea, Anul 1998, Numar, 385
Urban, Tulcea, Anul 1999, Numar, 304
Urban, Tulcea, Anul 2000, Numar, 243
Urban, Tulcea, Anul 2001, Numar, 332
Urban, Tulcea, Anul 2002, Numar, 343
Urban, Tulcea, Anul 2003, Numar, 312
Urban, Tulcea, Anul 2004, Numar, 293
Urban, Tulcea, Anul 2005, Numar, 312
Urban, Tulcea, Anul 2006, Numar, 308
Urban, Tulcea, Anul 2007, Numar, 329
Urban, Tulcea, Anul 2008, Numar, 416
Urban, Tulcea, Anul 2009, Numar, 211
Urban, Tulcea, Anul 2010, Numar, 245
Urban, Tulcea, Anul 2011, Numar, 317
Urban, Tulcea, Anul 2012, Numar, 216
Urban, Tulcea, Anul 2013, Numar, 191
Urban, Tulcea, Anul 2014, Numar, 111
Urban, Tulcea, Anul 2015, Numar, 86
Urban, Tulcea, Anul 2016, Numar, 58
Urban, Tulcea, Anul 2017, Numar, 130
Urban, Tulcea, Anul 2018, Numar, 159
Urban, Tulcea, Anul 2019, Numar, 170
Urban, Tulcea, Anul 2020, Numar, 145
Urban, Tulcea, Anul 2021, Numar, 242
Urban, Tulcea, Anul 2022, Numar, 172
Urban, Vrancea, Anul 1990, Numar, 303
Urban, Vrancea, Anul 1991, Numar, 402
Urban, Vrancea, Anul 1992, Numar, 289
Urban, Vrancea, Anul 1993, Numar, 317
Urban, Vrancea, Anul 1994, Numar, 500
Urban, Vrancea, Anul 1995, Numar, 465
Urban, Vrancea, Anul 1996, Numar, 484
Urban, Vrancea, Anul 1997, Numar, 463
Urban, Vrancea, Anul 1998, Numar, 486
Urban, Vrancea, Anul 1999, Numar, 484
Urban, Vrancea, Anul 2000, Numar, 352
Urban, Vrancea, Anul 2001, Numar, 375
Urban, Vrancea, Anul 2002, Numar, 352
Urban, Vrancea, Anul 2003, Numar, 375
Urban, Vrancea, Anul 2004, Numar, 323
Urban, Vrancea, Anul 2005, Numar, 264
Urban, Vrancea, Anul 2006, Numar, 349
Urban, Vrancea, Anul 2007, Numar, 380
Urban, Vrancea, Anul 2008, Numar, 310
Urban, Vrancea, Anul 2009, Numar, 253
Urban, Vrancea, Anul 2010, Numar, 224
Urban, Vrancea, Anul 2011, Numar, 238
Urban, Vrancea, Anul 2012, Numar, 241
Urban, Vrancea, Anul 2013, Numar, 199
Urban, Vrancea, Anul 2014, Numar, 175
Urban, Vrancea, Anul 2015, Numar, 233
Urban, Vrancea, Anul 2016, Numar, 256
Urban, Vrancea, Anul 2017, Numar, 231
Urban, Vrancea, Anul 2018, Numar, 159
Urban, Vrancea, Anul 2019, Numar, 206
Urban, Vrancea, Anul 2020, Numar, 133
Urban, Vrancea, Anul 2021, Numar, 151
Urban, Vrancea, Anul 2022, Numar, 103
Urban, Arges, Anul 1990, Numar, 561
Urban, Arges, Anul 1991, Numar, 769
Urban, Arges, Anul 1992, Numar, 671
Urban, Arges, Anul 1993, Numar, 609
Urban, Arges, Anul 1994, Numar, 932
Urban, Arges, Anul 1995, Numar, 489
Urban, Arges, Anul 1996, Numar, 680
Urban, Arges, Anul 1997, Numar, 532
Urban, Arges, Anul 1998, Numar, 869
Urban, Arges, Anul 1999, Numar, 508
Urban, Arges, Anul 2000, Numar, 447
Urban, Arges, Anul 2001, Numar, 690
Urban, Arges, Anul 2002, Numar, 628
Urban, Arges, Anul 2003, Numar, 560
Urban, Arges, Anul 2004, Numar, 713
Urban, Arges, Anul 2005, Numar, 667
Urban, Arges, Anul 2006, Numar, 782
Urban, Arges, Anul 2007, Numar, 749
Urban, Arges, Anul 2008, Numar, 641
Urban, Arges, Anul 2009, Numar, 526
Urban, Arges, Anul 2010, Numar, 827
Urban, Arges, Anul 2011, Numar, 908
Urban, Arges, Anul 2012, Numar, 696
Urban, Arges, Anul 2013, Numar, 617
Urban, Arges, Anul 2014, Numar, 626
Urban, Arges, Anul 2015, Numar, 660
Urban, Arges, Anul 2016, Numar, 571
Urban, Arges, Anul 2017, Numar, 746
Urban, Arges, Anul 2018, Numar, 705
Urban, Arges, Anul 2019, Numar, 728
Urban, Arges, Anul 2020, Numar, 470
Urban, Arges, Anul 2021, Numar, 556
Urban, Arges, Anul 2022, Numar, 601
Urban, Calarasi, Anul 1990, Numar, 231
Urban, Calarasi, Anul 1991, Numar, 264
Urban, Calarasi, Anul 1992, Numar, 196
Urban, Calarasi, Anul 1993, Numar, 184
Urban, Calarasi, Anul 1994, Numar, 251
Urban, Calarasi, Anul 1995, Numar, 257
Urban, Calarasi, Anul 1996, Numar, 281
Urban, Calarasi, Anul 1997, Numar, 368
Urban, Calarasi, Anul 1998, Numar, 374
Urban, Calarasi, Anul 1999, Numar, 286
Urban, Calarasi, Anul 2000, Numar, 231
Urban, Calarasi, Anul 2001, Numar, 261
Urban, Calarasi, Anul 2002, Numar, 298
Urban, Calarasi, Anul 2003, Numar, 341
Urban, Calarasi, Anul 2004, Numar, 414
Urban, Calarasi, Anul 2005, Numar, 504
Urban, Calarasi, Anul 2006, Numar, 469
Urban, Calarasi, Anul 2007, Numar, 553
Urban, Calarasi, Anul 2008, Numar, 379
Urban, Calarasi, Anul 2009, Numar, 340
Urban, Calarasi, Anul 2010, Numar, 343
Urban, Calarasi, Anul 2011, Numar, 313
Urban, Calarasi, Anul 2012, Numar, 274
Urban, Calarasi, Anul 2013, Numar, 229
Urban, Calarasi, Anul 2014, Numar, 237
Urban, Calarasi, Anul 2015, Numar, 238
Urban, Calarasi, Anul 2016, Numar, 214
Urban, Calarasi, Anul 2017, Numar, 215
Urban, Calarasi, Anul 2018, Numar, 196
Urban, Calarasi, Anul 2019, Numar, 200
Urban, Calarasi, Anul 2020, Numar, 132
Urban, Calarasi, Anul 2021, Numar, 130
Urban, Calarasi, Anul 2022, Numar, 144
Urban, Dambovita, Anul 1990, Numar, 386
Urban, Dambovita, Anul 1991, Numar, 407
Urban, Dambovita, Anul 1992, Numar, 299
Urban, Dambovita, Anul 1993, Numar, 296
Urban, Dambovita, Anul 1994, Numar, 479
Urban, Dambovita, Anul 1995, Numar, 378
Urban, Dambovita, Anul 1996, Numar, 374
Urban, Dambovita, Anul 1997, Numar, 551
Urban, Dambovita, Anul 1998, Numar, 375
Urban, Dambovita, Anul 1999, Numar, 461
Urban, Dambovita, Anul 2000, Numar, 399
Urban, Dambovita, Anul 2001, Numar, 513
Urban, Dambovita, Anul 2002, Numar, 477
Urban, Dambovita, Anul 2003, Numar, 499
Urban, Dambovita, Anul 2004, Numar, 532
Urban, Dambovita, Anul 2005, Numar, 447
Urban, Dambovita, Anul 2006, Numar, 484
Urban, Dambovita, Anul 2007, Numar, 396
Urban, Dambovita, Anul 2008, Numar, 435
Urban, Dambovita, Anul 2009, Numar, 372
Urban, Dambovita, Anul 2010, Numar, 388
Urban, Dambovita, Anul 2011, Numar, 475
Urban, Dambovita, Anul 2012, Numar, 345
Urban, Dambovita, Anul 2013, Numar, 336
Urban, Dambovita, Anul 2014, Numar, 280
Urban, Dambovita, Anul 2015, Numar, 401
Urban, Dambovita, Anul 2016, Numar, 353
Urban, Dambovita, Anul 2017, Numar, 367
Urban, Dambovita, Anul 2018, Numar, 369
Urban, Dambovita, Anul 2019, Numar, 359
Urban, Dambovita, Anul 2020, Numar, 271
Urban, Dambovita, Anul 2021, Numar, 314
Urban, Dambovita, Anul 2022, Numar, 272
Urban, Giurgiu, Anul 1990, Numar, 153
Urban, Giurgiu, Anul 1991, Numar, 182
Urban, Giurgiu, Anul 1992, Numar, 121
Urban, Giurgiu, Anul 1993, Numar, 116
Urban, Giurgiu, Anul 1994, Numar, 213
Urban, Giurgiu, Anul 1995, Numar, 183
Urban, Giurgiu, Anul 1996, Numar, 120
Urban, Giurgiu, Anul 1997, Numar, 175
Urban, Giurgiu, Anul 1998, Numar, 189
Urban, Giurgiu, Anul 1999, Numar, 141
Urban, Giurgiu, Anul 2000, Numar, 126
Urban, Giurgiu, Anul 2001, Numar, 115
Urban, Giurgiu, Anul 2002, Numar, 70
Urban, Giurgiu, Anul 2003, Numar, 93
Urban, Giurgiu, Anul 2004, Numar, 103
Urban, Giurgiu, Anul 2005, Numar, 122
Urban, Giurgiu, Anul 2006, Numar, 92
Urban, Giurgiu, Anul 2007, Numar, 96
Urban, Giurgiu, Anul 2008, Numar, 127
Urban, Giurgiu, Anul 2009, Numar, 128
Urban, Giurgiu, Anul 2010, Numar, 115
Urban, Giurgiu, Anul 2011, Numar, 159
Urban, Giurgiu, Anul 2012, Numar, 159
Urban, Giurgiu, Anul 2013, Numar, 148
Urban, Giurgiu, Anul 2014, Numar, 95
Urban, Giurgiu, Anul 2015, Numar, 110
Urban, Giurgiu, Anul 2016, Numar, 141
Urban, Giurgiu, Anul 2017, Numar, 139
Urban, Giurgiu, Anul 2018, Numar, 138
Urban, Giurgiu, Anul 2019, Numar, 134
Urban, Giurgiu, Anul 2020, Numar, 129
Urban, Giurgiu, Anul 2021, Numar, 124
Urban, Giurgiu, Anul 2022, Numar, 84
Urban, Ialomita, Anul 1990, Numar, 208
Urban, Ialomita, Anul 1991, Numar, 281
Urban, Ialomita, Anul 1992, Numar, 202
Urban, Ialomita, Anul 1993, Numar, 244
Urban, Ialomita, Anul 1994, Numar, 325
Urban, Ialomita, Anul 1995, Numar, 266
Urban, Ialomita, Anul 1996, Numar, 276
Urban, Ialomita, Anul 1997, Numar, 304
Urban, Ialomita, Anul 1998, Numar, 294
Urban, Ialomita, Anul 1999, Numar, 264
Urban, Ialomita, Anul 2000, Numar, 266
Urban, Ialomita, Anul 2001, Numar, 239
Urban, Ialomita, Anul 2002, Numar, 262
Urban, Ialomita, Anul 2003, Numar, 233
Urban, Ialomita, Anul 2004, Numar, 286
Urban, Ialomita, Anul 2005, Numar, 255
Urban, Ialomita, Anul 2006, Numar, 244
Urban, Ialomita, Anul 2007, Numar, 324
Urban, Ialomita, Anul 2008, Numar, 276
Urban, Ialomita, Anul 2009, Numar, 193
Urban, Ialomita, Anul 2010, Numar, 184
Urban, Ialomita, Anul 2011, Numar, 291
Urban, Ialomita, Anul 2012, Numar, 230
Urban, Ialomita, Anul 2013, Numar, 221
Urban, Ialomita, Anul 2014, Numar, 160
Urban, Ialomita, Anul 2015, Numar, 201
Urban, Ialomita, Anul 2016, Numar, 252
Urban, Ialomita, Anul 2017, Numar, 186
Urban, Ialomita, Anul 2018, Numar, 265
Urban, Ialomita, Anul 2019, Numar, 198
Urban, Ialomita, Anul 2020, Numar, 201
Urban, Ialomita, Anul 2021, Numar, 198
Urban, Ialomita, Anul 2022, Numar, 132
Urban, Prahova, Anul 1990, Numar, 1026
Urban, Prahova, Anul 1991, Numar, 1271
Urban, Prahova, Anul 1992, Numar, 1149
Urban, Prahova, Anul 1993, Numar, 1147
Urban, Prahova, Anul 1994, Numar, 1417
Urban, Prahova, Anul 1995, Numar, 1144
Urban, Prahova, Anul 1996, Numar, 1232
Urban, Prahova, Anul 1997, Numar, 875
Urban, Prahova, Anul 1998, Numar, 1025
Urban, Prahova, Anul 1999, Numar, 1176
Urban, Prahova, Anul 2000, Numar, 738
Urban, Prahova, Anul 2001, Numar, 602
Urban, Prahova, Anul 2002, Numar, 1022
Urban, Prahova, Anul 2003, Numar, 956
Urban, Prahova, Anul 2004, Numar, 992
Urban, Prahova, Anul 2005, Numar, 929
Urban, Prahova, Anul 2006, Numar, 881
Urban, Prahova, Anul 2007, Numar, 1023
Urban, Prahova, Anul 2008, Numar, 1067
Urban, Prahova, Anul 2009, Numar, 1005
Urban, Prahova, Anul 2010, Numar, 897
Urban, Prahova, Anul 2011, Numar, 908
Urban, Prahova, Anul 2012, Numar, 642
Urban, Prahova, Anul 2013, Numar, 632
Urban, Prahova, Anul 2014, Numar, 638
Urban, Prahova, Anul 2015, Numar, 668
Urban, Prahova, Anul 2016, Numar, 688
Urban, Prahova, Anul 2017, Numar, 679
Urban, Prahova, Anul 2018, Numar, 681
Urban, Prahova, Anul 2019, Numar, 715
Urban, Prahova, Anul 2020, Numar, 439
Urban, Prahova, Anul 2021, Numar, 475
Urban, Prahova, Anul 2022, Numar, 407
Urban, Teleorman, Anul 1990, Numar, 253
Urban, Teleorman, Anul 1991, Numar, 314
Urban, Teleorman, Anul 1992, Numar, 233
Urban, Teleorman, Anul 1993, Numar, 258
Urban, Teleorman, Anul 1994, Numar, 239
Urban, Teleorman, Anul 1995, Numar, 273
Urban, Teleorman, Anul 1996, Numar, 268
Urban, Teleorman, Anul 1997, Numar, 292
Urban, Teleorman, Anul 1998, Numar, 277
Urban, Teleorman, Anul 1999, Numar, 286
Urban, Teleorman, Anul 2000, Numar, 252
Urban, Teleorman, Anul 2001, Numar, 302
Urban, Teleorman, Anul 2002, Numar, 294
Urban, Teleorman, Anul 2003, Numar, 310
Urban, Teleorman, Anul 2004, Numar, 309
Urban, Teleorman, Anul 2005, Numar, 294
Urban, Teleorman, Anul 2006, Numar, 359
Urban, Teleorman, Anul 2007, Numar, 358
Urban, Teleorman, Anul 2008, Numar, 313
Urban, Teleorman, Anul 2009, Numar, 277
Urban, Teleorman, Anul 2010, Numar, 282
Urban, Teleorman, Anul 2011, Numar, 296
Urban, Teleorman, Anul 2012, Numar, 261
Urban, Teleorman, Anul 2013, Numar, 231
Urban, Teleorman, Anul 2014, Numar, 224
Urban, Teleorman, Anul 2015, Numar, 277
Urban, Teleorman, Anul 2016, Numar, 257
Urban, Teleorman, Anul 2017, Numar, 283
Urban, Teleorman, Anul 2018, Numar, 218
Urban, Teleorman, Anul 2019, Numar, 210
Urban, Teleorman, Anul 2020, Numar, 182
Urban, Teleorman, Anul 2021, Numar, 162
Urban, Teleorman, Anul 2022, Numar, 177
Urban, Ilfov, Anul 1990, Numar, 39
Urban, Ilfov, Anul 1991, Numar, 33
Urban, Ilfov, Anul 1992, Numar, 30
Urban, Ilfov, Anul 1993, Numar, 19
Urban, Ilfov, Anul 1994, Numar, 27
Urban, Ilfov, Anul 1995, Numar, 20
Urban, Ilfov, Anul 1996, Numar, 15
Urban, Ilfov, Anul 1997, Numar, 19
Urban, Ilfov, Anul 1998, Numar, 20
Urban, Ilfov, Anul 1999, Numar, 12
Urban, Ilfov, Anul 2000, Numar, 20
Urban, Ilfov, Anul 2001, Numar, 27
Urban, Ilfov, Anul 2002, Numar, 20
Urban, Ilfov, Anul 2003, Numar, 33
Urban, Ilfov, Anul 2004, Numar, 53
Urban, Ilfov, Anul 2005, Numar, 36
Urban, Ilfov, Anul 2006, Numar, 70
Urban, Ilfov, Anul 2007, Numar, 116
Urban, Ilfov, Anul 2008, Numar, 151
Urban, Ilfov, Anul 2009, Numar, 202
Urban, Ilfov, Anul 2010, Numar, 173
Urban, Ilfov, Anul 2011, Numar, 191
Urban, Ilfov, Anul 2012, Numar, 164
Urban, Ilfov, Anul 2013, Numar, 185
Urban, Ilfov, Anul 2014, Numar, 246
Urban, Ilfov, Anul 2015, Numar, 297
Urban, Ilfov, Anul 2016, Numar, 376
Urban, Ilfov, Anul 2017, Numar, 389
Urban, Ilfov, Anul 2018, Numar, 415
Urban, Ilfov, Anul 2019, Numar, 430
Urban, Ilfov, Anul 2020, Numar, 263
Urban, Ilfov, Anul 2021, Numar, 275
Urban, Ilfov, Anul 2022, Numar, 230
Urban, Municipiul Bucuresti, Anul 1990, Numar, 4628
Urban, Municipiul Bucuresti, Anul 1991, Numar, 4868
Urban, Municipiul Bucuresti, Anul 1992, Numar, 3817
Urban, Municipiul Bucuresti, Anul 1993, Numar, 3852
Urban, Municipiul Bucuresti, Anul 1994, Numar, 5628
Urban, Municipiul Bucuresti, Anul 1995, Numar, 3806
Urban, Municipiul Bucuresti, Anul 1996, Numar, 3534
Urban, Municipiul Bucuresti, Anul 1997, Numar, 2646
Urban, Municipiul Bucuresti, Anul 1998, Numar, 3553
Urban, Municipiul Bucuresti, Anul 1999, Numar, 3293
Urban, Municipiul Bucuresti, Anul 2000, Numar, 2708
Urban, Municipiul Bucuresti, Anul 2001, Numar, 2386
Urban, Municipiul Bucuresti, Anul 2002, Numar, 2000
Urban, Municipiul Bucuresti, Anul 2003, Numar, 2421
Urban, Municipiul Bucuresti, Anul 2004, Numar, 3034
Urban, Municipiul Bucuresti, Anul 2005, Numar, 3083
Urban, Municipiul Bucuresti, Anul 2006, Numar, 2844
Urban, Municipiul Bucuresti, Anul 2007, Numar, 3510
Urban, Municipiul Bucuresti, Anul 2008, Numar, 3390
Urban, Municipiul Bucuresti, Anul 2009, Numar, 2863
Urban, Municipiul Bucuresti, Anul 2010, Numar, 2763
Urban, Municipiul Bucuresti, Anul 2011, Numar, 3949
Urban, Municipiul Bucuresti, Anul 2012, Numar, 3421
Urban, Municipiul Bucuresti, Anul 2013, Numar, 2876
Urban, Municipiul Bucuresti, Anul 2014, Numar, 2759
Urban, Municipiul Bucuresti, Anul 2015, Numar, 3421
Urban, Municipiul Bucuresti, Anul 2016, Numar, 3075
Urban, Municipiul Bucuresti, Anul 2017, Numar, 2740
Urban, Municipiul Bucuresti, Anul 2018, Numar, 2888
Urban, Municipiul Bucuresti, Anul 2019, Numar, 2641
Urban, Municipiul Bucuresti, Anul 2020, Numar, 2021
Urban, Municipiul Bucuresti, Anul 2021, Numar, 2600
Urban, Municipiul Bucuresti, Anul 2022, Numar, 2016
Urban, Dolj, Anul 1990, Numar, 1089
Urban, Dolj, Anul 1991, Numar, 616
Urban, Dolj, Anul 1992, Numar, 575
Urban, Dolj, Anul 1993, Numar, 649
Urban, Dolj, Anul 1994, Numar, 898
Urban, Dolj, Anul 1995, Numar, 865
Urban, Dolj, Anul 1996, Numar, 640
Urban, Dolj, Anul 1997, Numar, 670
Urban, Dolj, Anul 1998, Numar, 613
Urban, Dolj, Anul 1999, Numar, 527
Urban, Dolj, Anul 2000, Numar, 410
Urban, Dolj, Anul 2001, Numar, 445
Urban, Dolj, Anul 2002, Numar, 203
Urban, Dolj, Anul 2003, Numar, 257
Urban, Dolj, Anul 2004, Numar, 225
Urban, Dolj, Anul 2005, Numar, 205
Urban, Dolj, Anul 2006, Numar, 216
Urban, Dolj, Anul 2007, Numar, 511
Urban, Dolj, Anul 2008, Numar, 490
Urban, Dolj, Anul 2009, Numar, 382
Urban, Dolj, Anul 2010, Numar, 192
Urban, Dolj, Anul 2011, Numar, 231
Urban, Dolj, Anul 2012, Numar, 305
Urban, Dolj, Anul 2013, Numar, 279
Urban, Dolj, Anul 2014, Numar, 305
Urban, Dolj, Anul 2015, Numar, 349
Urban, Dolj, Anul 2016, Numar, 405
Urban, Dolj, Anul 2017, Numar, 376
Urban, Dolj, Anul 2018, Numar, 383
Urban, Dolj, Anul 2019, Numar, 385
Urban, Dolj, Anul 2020, Numar, 317
Urban, Dolj, Anul 2021, Numar, 321
Urban, Dolj, Anul 2022, Numar, 309
Urban, Gorj, Anul 1990, Numar, 339
Urban, Gorj, Anul 1991, Numar, 469
Urban, Gorj, Anul 1992, Numar, 360
Urban, Gorj, Anul 1993, Numar, 398
Urban, Gorj, Anul 1994, Numar, 520
Urban, Gorj, Anul 1995, Numar, 475
Urban, Gorj, Anul 1996, Numar, 505
Urban, Gorj, Anul 1997, Numar, 512
Urban, Gorj, Anul 1998, Numar, 440
Urban, Gorj, Anul 1999, Numar, 277
Urban, Gorj, Anul 2000, Numar, 178
Urban, Gorj, Anul 2001, Numar, 249
Urban, Gorj, Anul 2002, Numar, 246
Urban, Gorj, Anul 2003, Numar, 399
Urban, Gorj, Anul 2004, Numar, 318
Urban, Gorj, Anul 2005, Numar, 313
Urban, Gorj, Anul 2006, Numar, 346
Urban, Gorj, Anul 2007, Numar, 235
Urban, Gorj, Anul 2008, Numar, 181
Urban, Gorj, Anul 2009, Numar, 365
Urban, Gorj, Anul 2010, Numar, 212
Urban, Gorj, Anul 2011, Numar, 216
Urban, Gorj, Anul 2012, Numar, 403
Urban, Gorj, Anul 2013, Numar, 405
Urban, Gorj, Anul 2014, Numar, 350
Urban, Gorj, Anul 2015, Numar, 357
Urban, Gorj, Anul 2016, Numar, 330
Urban, Gorj, Anul 2017, Numar, 404
Urban, Gorj, Anul 2018, Numar, 385
Urban, Gorj, Anul 2019, Numar, 399
Urban, Gorj, Anul 2020, Numar, 260
Urban, Gorj, Anul 2021, Numar, 295
Urban, Gorj, Anul 2022, Numar, 332
Urban, Mehedinti, Anul 1990, Numar, 315
Urban, Mehedinti, Anul 1991, Numar, 354
Urban, Mehedinti, Anul 1992, Numar, 171
Urban, Mehedinti, Anul 1993, Numar, 225
Urban, Mehedinti, Anul 1994, Numar, 256
Urban, Mehedinti, Anul 1995, Numar, 179
Urban, Mehedinti, Anul 1996, Numar, 180
Urban, Mehedinti, Anul 1997, Numar, 289
Urban, Mehedinti, Anul 1998, Numar, 341
