Medii de rezidenta, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar, Valoare
Rural, Sibiu, Anul 1995, Numar, 137
Rural, Sibiu, Anul 1996, Numar, 162
Rural, Sibiu, Anul 1997, Numar, 155
Rural, Sibiu, Anul 1998, Numar, 178
Rural, Sibiu, Anul 1999, Numar, 142
Rural, Sibiu, Anul 2000, Numar, 133
Rural, Sibiu, Anul 2001, Numar, 165
Rural, Sibiu, Anul 2002, Numar, 165
Rural, Sibiu, Anul 2003, Numar, 178
Rural, Sibiu, Anul 2004, Numar, 190
Rural, Sibiu, Anul 2005, Numar, 168
Rural, Sibiu, Anul 2006, Numar, 207
Rural, Sibiu, Anul 2007, Numar, 155
Rural, Sibiu, Anul 2008, Numar, 152
Rural, Sibiu, Anul 2009, Numar, 154
Rural, Sibiu, Anul 2010, Numar, 132
Rural, Sibiu, Anul 2011, Numar, 178
Rural, Sibiu, Anul 2012, Numar, 155
Rural, Sibiu, Anul 2013, Numar, 115
Rural, Sibiu, Anul 2014, Numar, 135
Rural, Sibiu, Anul 2015, Numar, 151
Rural, Sibiu, Anul 2016, Numar, 163
Rural, Sibiu, Anul 2017, Numar, 206
Rural, Sibiu, Anul 2018, Numar, 169
Rural, Sibiu, Anul 2019, Numar, 191
Rural, Sibiu, Anul 2020, Numar, 125
Rural, Sibiu, Anul 2021, Numar, 166
Rural, Sibiu, Anul 2022, Numar, 145
Rural, Bacau, Anul 1990, Numar, 231
Rural, Bacau, Anul 1991, Numar, 306
Rural, Bacau, Anul 1992, Numar, 209
Rural, Bacau, Anul 1993, Numar, 304
Rural, Bacau, Anul 1994, Numar, 454
Rural, Bacau, Anul 1995, Numar, 371
Rural, Bacau, Anul 1996, Numar, 389
Rural, Bacau, Anul 1997, Numar, 428
Rural, Bacau, Anul 1998, Numar, 613
Rural, Bacau, Anul 1999, Numar, 507
Rural, Bacau, Anul 2000, Numar, 442
Rural, Bacau, Anul 2001, Numar, 435
Rural, Bacau, Anul 2002, Numar, 502
Rural, Bacau, Anul 2003, Numar, 525
Rural, Bacau, Anul 2004, Numar, 669
Rural, Bacau, Anul 2005, Numar, 475
Rural, Bacau, Anul 2006, Numar, 527
Rural, Bacau, Anul 2007, Numar, 509
Rural, Bacau, Anul 2008, Numar, 661
Rural, Bacau, Anul 2009, Numar, 517
Rural, Bacau, Anul 2010, Numar, 535
Rural, Bacau, Anul 2011, Numar, 563
Rural, Bacau, Anul 2012, Numar, 435
Rural, Bacau, Anul 2013, Numar, 425
Rural, Bacau, Anul 2014, Numar, 379
Rural, Bacau, Anul 2015, Numar, 385
Rural, Bacau, Anul 2016, Numar, 404
Rural, Bacau, Anul 2017, Numar, 468
Rural, Bacau, Anul 2018, Numar, 507
Rural, Bacau, Anul 2019, Numar, 455
Rural, Bacau, Anul 2020, Numar, 365
Rural, Bacau, Anul 2021, Numar, 413
Rural, Bacau, Anul 2022, Numar, 390
Rural, Botosani, Anul 1990, Numar, 153
Rural, Botosani, Anul 1991, Numar, 157
Rural, Botosani, Anul 1992, Numar, 150
Rural, Botosani, Anul 1993, Numar, 203
Rural, Botosani, Anul 1994, Numar, 310
Rural, Botosani, Anul 1995, Numar, 299
Rural, Botosani, Anul 1996, Numar, 276
Rural, Botosani, Anul 1997, Numar, 332
Rural, Botosani, Anul 1998, Numar, 377
Rural, Botosani, Anul 1999, Numar, 331
Rural, Botosani, Anul 2000, Numar, 315
Rural, Botosani, Anul 2001, Numar, 301
Rural, Botosani, Anul 2002, Numar, 306
Rural, Botosani, Anul 2003, Numar, 312
Rural, Botosani, Anul 2004, Numar, 279
Rural, Botosani, Anul 2005, Numar, 314
Rural, Botosani, Anul 2006, Numar, 215
Rural, Botosani, Anul 2007, Numar, 301
Rural, Botosani, Anul 2008, Numar, 324
Rural, Botosani, Anul 2009, Numar, 323
Rural, Botosani, Anul 2010, Numar, 359
Rural, Botosani, Anul 2011, Numar, 292
Rural, Botosani, Anul 2012, Numar, 221
Rural, Botosani, Anul 2013, Numar, 170
Rural, Botosani, Anul 2014, Numar, 315
Rural, Botosani, Anul 2015, Numar, 416
Rural, Botosani, Anul 2016, Numar, 253
Rural, Botosani, Anul 2017, Numar, 356
Rural, Botosani, Anul 2018, Numar, 309
Rural, Botosani, Anul 2019, Numar, 307
Rural, Botosani, Anul 2020, Numar, 192
Rural, Botosani, Anul 2021, Numar, 365
Rural, Botosani, Anul 2022, Numar, 247
Rural, Iasi, Anul 1990, Numar, 155
Rural, Iasi, Anul 1991, Numar, 174
Rural, Iasi, Anul 1992, Numar, 106
Rural, Iasi, Anul 1993, Numar, 146
Rural, Iasi, Anul 1994, Numar, 280
Rural, Iasi, Anul 1995, Numar, 244
Rural, Iasi, Anul 1996, Numar, 216
Rural, Iasi, Anul 1997, Numar, 272
Rural, Iasi, Anul 1998, Numar, 415
Rural, Iasi, Anul 1999, Numar, 308
Rural, Iasi, Anul 2000, Numar, 270
Rural, Iasi, Anul 2001, Numar, 256
Rural, Iasi, Anul 2002, Numar, 248
Rural, Iasi, Anul 2003, Numar, 293
Rural, Iasi, Anul 2004, Numar, 312
Rural, Iasi, Anul 2005, Numar, 278
Rural, Iasi, Anul 2006, Numar, 266
Rural, Iasi, Anul 2007, Numar, 265
Rural, Iasi, Anul 2008, Numar, 399
Rural, Iasi, Anul 2009, Numar, 378
Rural, Iasi, Anul 2010, Numar, 453
Rural, Iasi, Anul 2011, Numar, 427
Rural, Iasi, Anul 2012, Numar, 417
Rural, Iasi, Anul 2013, Numar, 387
Rural, Iasi, Anul 2014, Numar, 441
Rural, Iasi, Anul 2015, Numar, 454
Rural, Iasi, Anul 2016, Numar, 427
Rural, Iasi, Anul 2017, Numar, 444
Rural, Iasi, Anul 2018, Numar, 555
Rural, Iasi, Anul 2019, Numar, 517
Rural, Iasi, Anul 2020, Numar, 492
Rural, Iasi, Anul 2021, Numar, 656
Rural, Iasi, Anul 2022, Numar, 463
Rural, Neamt, Anul 1990, Numar, 243
Rural, Neamt, Anul 1991, Numar, 316
Rural, Neamt, Anul 1992, Numar, 195
Rural, Neamt, Anul 1993, Numar, 172
Rural, Neamt, Anul 1994, Numar, 325
Rural, Neamt, Anul 1995, Numar, 370
Rural, Neamt, Anul 1996, Numar, 368
Rural, Neamt, Anul 1997, Numar, 362
Rural, Neamt, Anul 1998, Numar, 382
Rural, Neamt, Anul 1999, Numar, 327
Rural, Neamt, Anul 2000, Numar, 331
Rural, Neamt, Anul 2001, Numar, 366
Rural, Neamt, Anul 2002, Numar, 356
Rural, Neamt, Anul 2003, Numar, 385
Rural, Neamt, Anul 2004, Numar, 385
Rural, Neamt, Anul 2005, Numar, 342
Rural, Neamt, Anul 2006, Numar, 347
Rural, Neamt, Anul 2007, Numar, 345
Rural, Neamt, Anul 2008, Numar, 474
Rural, Neamt, Anul 2009, Numar, 525
Rural, Neamt, Anul 2010, Numar, 502
Rural, Neamt, Anul 2011, Numar, 540
Rural, Neamt, Anul 2012, Numar, 415
Rural, Neamt, Anul 2013, Numar, 399
Rural, Neamt, Anul 2014, Numar, 360
Rural, Neamt, Anul 2015, Numar, 360
Rural, Neamt, Anul 2016, Numar, 336
Rural, Neamt, Anul 2017, Numar, 392
Rural, Neamt, Anul 2018, Numar, 434
Rural, Neamt, Anul 2019, Numar, 383
Rural, Neamt, Anul 2020, Numar, 333
Rural, Neamt, Anul 2021, Numar, 283
Rural, Neamt, Anul 2022, Numar, 305
Rural, Suceava, Anul 1990, Numar, 386
Rural, Suceava, Anul 1991, Numar, 509
Rural, Suceava, Anul 1992, Numar, 405
Rural, Suceava, Anul 1993, Numar, 393
Rural, Suceava, Anul 1994, Numar, 504
Rural, Suceava, Anul 1995, Numar, 505
Rural, Suceava, Anul 1996, Numar, 624
Rural, Suceava, Anul 1997, Numar, 539
Rural, Suceava, Anul 1998, Numar, 702
Rural, Suceava, Anul 1999, Numar, 654
Rural, Suceava, Anul 2000, Numar, 527
Rural, Suceava, Anul 2001, Numar, 529
Rural, Suceava, Anul 2002, Numar, 492
Rural, Suceava, Anul 2003, Numar, 595
Rural, Suceava, Anul 2004, Numar, 518
Rural, Suceava, Anul 2005, Numar, 517
Rural, Suceava, Anul 2006, Numar, 528
Rural, Suceava, Anul 2007, Numar, 526
Rural, Suceava, Anul 2008, Numar, 653
Rural, Suceava, Anul 2009, Numar, 558
Rural, Suceava, Anul 2010, Numar, 493
Rural, Suceava, Anul 2011, Numar, 454
Rural, Suceava, Anul 2012, Numar, 551
Rural, Suceava, Anul 2013, Numar, 418
Rural, Suceava, Anul 2014, Numar, 415
Rural, Suceava, Anul 2015, Numar, 480
Rural, Suceava, Anul 2016, Numar, 447
Rural, Suceava, Anul 2017, Numar, 485
Rural, Suceava, Anul 2018, Numar, 432
Rural, Suceava, Anul 2019, Numar, 521
Rural, Suceava, Anul 2020, Numar, 367
Rural, Suceava, Anul 2021, Numar, 423
Rural, Suceava, Anul 2022, Numar, 394
Rural, Vaslui, Anul 1990, Numar, 160
Rural, Vaslui, Anul 1991, Numar, 199
Rural, Vaslui, Anul 1992, Numar, 199
Rural, Vaslui, Anul 1993, Numar, 222
Rural, Vaslui, Anul 1994, Numar, 302
Rural, Vaslui, Anul 1995, Numar, 203
Rural, Vaslui, Anul 1996, Numar, 241
Rural, Vaslui, Anul 1997, Numar, 260
Rural, Vaslui, Anul 1998, Numar, 255
Rural, Vaslui, Anul 1999, Numar, 308
Rural, Vaslui, Anul 2000, Numar, 210
Rural, Vaslui, Anul 2001, Numar, 193
Rural, Vaslui, Anul 2002, Numar, 169
Rural, Vaslui, Anul 2003, Numar, 209
Rural, Vaslui, Anul 2004, Numar, 245
Rural, Vaslui, Anul 2005, Numar, 214
Rural, Vaslui, Anul 2006, Numar, 238
Rural, Vaslui, Anul 2007, Numar, 330
Rural, Vaslui, Anul 2008, Numar, 347
Rural, Vaslui, Anul 2009, Numar, 354
Rural, Vaslui, Anul 2010, Numar, 426
Rural, Vaslui, Anul 2011, Numar, 372
Rural, Vaslui, Anul 2012, Numar, 339
Rural, Vaslui, Anul 2013, Numar, 283
Rural, Vaslui, Anul 2014, Numar, 324
Rural, Vaslui, Anul 2015, Numar, 379
Rural, Vaslui, Anul 2016, Numar, 314
Rural, Vaslui, Anul 2017, Numar, 319
Rural, Vaslui, Anul 2018, Numar, 368
Rural, Vaslui, Anul 2019, Numar, 353
Rural, Vaslui, Anul 2020, Numar, 287
Rural, Vaslui, Anul 2021, Numar, 399
Rural, Vaslui, Anul 2022, Numar, 295
Rural, Braila, Anul 1990, Numar, 53
Rural, Braila, Anul 1991, Numar, 95
Rural, Braila, Anul 1992, Numar, 76
Rural, Braila, Anul 1993, Numar, 106
Rural, Braila, Anul 1994, Numar, 110
Rural, Braila, Anul 1995, Numar, 78
Rural, Braila, Anul 1996, Numar, 101
Rural, Braila, Anul 1997, Numar, 95
Rural, Braila, Anul 1998, Numar, 108
Rural, Braila, Anul 1999, Numar, 70
Rural, Braila, Anul 2000, Numar, 101
Rural, Braila, Anul 2001, Numar, 81
Rural, Braila, Anul 2002, Numar, 129
Rural, Braila, Anul 2003, Numar, 106
Rural, Braila, Anul 2004, Numar, 120
Rural, Braila, Anul 2005, Numar, 140
Rural, Braila, Anul 2006, Numar, 123
Rural, Braila, Anul 2007, Numar, 143
Rural, Braila, Anul 2008, Numar, 164
Rural, Braila, Anul 2009, Numar, 171
Rural, Braila, Anul 2010, Numar, 134
Rural, Braila, Anul 2011, Numar, 169
Rural, Braila, Anul 2012, Numar, 132
Rural, Braila, Anul 2013, Numar, 112
Rural, Braila, Anul 2014, Numar, 131
Rural, Braila, Anul 2015, Numar, 138
Rural, Braila, Anul 2016, Numar, 119
Rural, Braila, Anul 2017, Numar, 140
Rural, Braila, Anul 2018, Numar, 146
Rural, Braila, Anul 2019, Numar, 157
Rural, Braila, Anul 2020, Numar, 108
Rural, Braila, Anul 2021, Numar, 150
Rural, Braila, Anul 2022, Numar, 121
Rural, Buzau, Anul 1990, Numar, 201
Rural, Buzau, Anul 1991, Numar, 218
Rural, Buzau, Anul 1992, Numar, 145
Rural, Buzau, Anul 1993, Numar, 162
Rural, Buzau, Anul 1994, Numar, 196
Rural, Buzau, Anul 1995, Numar, 265
Rural, Buzau, Anul 1996, Numar, 368
Rural, Buzau, Anul 1997, Numar, 321
Rural, Buzau, Anul 1998, Numar, 405
Rural, Buzau, Anul 1999, Numar, 280
Rural, Buzau, Anul 2000, Numar, 295
Rural, Buzau, Anul 2001, Numar, 321
Rural, Buzau, Anul 2002, Numar, 303
Rural, Buzau, Anul 2003, Numar, 319
Rural, Buzau, Anul 2004, Numar, 329
Rural, Buzau, Anul 2005, Numar, 308
Rural, Buzau, Anul 2006, Numar, 360
Rural, Buzau, Anul 2007, Numar, 392
Rural, Buzau, Anul 2008, Numar, 374
Rural, Buzau, Anul 2009, Numar, 322
Rural, Buzau, Anul 2010, Numar, 378
Rural, Buzau, Anul 2011, Numar, 326
Rural, Buzau, Anul 2012, Numar, 257
Rural, Buzau, Anul 2013, Numar, 258
Rural, Buzau, Anul 2014, Numar, 244
Rural, Buzau, Anul 2015, Numar, 303
Rural, Buzau, Anul 2016, Numar, 335
Rural, Buzau, Anul 2017, Numar, 309
Rural, Buzau, Anul 2018, Numar, 277
Rural, Buzau, Anul 2019, Numar, 283
Rural, Buzau, Anul 2020, Numar, 198
Rural, Buzau, Anul 2021, Numar, 231
Rural, Buzau, Anul 2022, Numar, 178
Rural, Constanta, Anul 1990, Numar, 142
Rural, Constanta, Anul 1991, Numar, 204
Rural, Constanta, Anul 1992, Numar, 131
Rural, Constanta, Anul 1993, Numar, 125
Rural, Constanta, Anul 1994, Numar, 155
Rural, Constanta, Anul 1995, Numar, 110
Rural, Constanta, Anul 1996, Numar, 149
Rural, Constanta, Anul 1997, Numar, 157
Rural, Constanta, Anul 1998, Numar, 214
Rural, Constanta, Anul 1999, Numar, 129
Rural, Constanta, Anul 2000, Numar, 211
Rural, Constanta, Anul 2001, Numar, 222
Rural, Constanta, Anul 2002, Numar, 178
Rural, Constanta, Anul 2003, Numar, 189
Rural, Constanta, Anul 2004, Numar, 227
Rural, Constanta, Anul 2005, Numar, 226
Rural, Constanta, Anul 2006, Numar, 215
Rural, Constanta, Anul 2007, Numar, 248
Rural, Constanta, Anul 2008, Numar, 250
Rural, Constanta, Anul 2009, Numar, 200
Rural, Constanta, Anul 2010, Numar, 235
Rural, Constanta, Anul 2011, Numar, 275
Rural, Constanta, Anul 2012, Numar, 274
Rural, Constanta, Anul 2013, Numar, 299
Rural, Constanta, Anul 2014, Numar, 296
Rural, Constanta, Anul 2015, Numar, 298
Rural, Constanta, Anul 2016, Numar, 323
Rural, Constanta, Anul 2017, Numar, 298
Rural, Constanta, Anul 2018, Numar, 362
Rural, Constanta, Anul 2019, Numar, 406
Rural, Constanta, Anul 2020, Numar, 292
Rural, Constanta, Anul 2021, Numar, 363
Rural, Constanta, Anul 2022, Numar, 321
Rural, Galati, Anul 1990, Numar, 134
Rural, Galati, Anul 1991, Numar, 224
Rural, Galati, Anul 1992, Numar, 161
Rural, Galati, Anul 1993, Numar, 142
Rural, Galati, Anul 1994, Numar, 205
Rural, Galati, Anul 1995, Numar, 240
Rural, Galati, Anul 1996, Numar, 220
Rural, Galati, Anul 1997, Numar, 226
Rural, Galati, Anul 1998, Numar, 260
Rural, Galati, Anul 1999, Numar, 171
Rural, Galati, Anul 2000, Numar, 176
Rural, Galati, Anul 2001, Numar, 165
Rural, Galati, Anul 2002, Numar, 213
Rural, Galati, Anul 2003, Numar, 261
Rural, Galati, Anul 2004, Numar, 271
Rural, Galati, Anul 2005, Numar, 280
Rural, Galati, Anul 2006, Numar, 252
Rural, Galati, Anul 2007, Numar, 279
Rural, Galati, Anul 2008, Numar, 315
Rural, Galati, Anul 2009, Numar, 247
Rural, Galati, Anul 2010, Numar, 288
Rural, Galati, Anul 2011, Numar, 339
Rural, Galati, Anul 2012, Numar, 279
Rural, Galati, Anul 2013, Numar, 215
Rural, Galati, Anul 2014, Numar, 215
Rural, Galati, Anul 2015, Numar, 312
Rural, Galati, Anul 2016, Numar, 281
Rural, Galati, Anul 2017, Numar, 249
Rural, Galati, Anul 2018, Numar, 234
Rural, Galati, Anul 2019, Numar, 231
Rural, Galati, Anul 2020, Numar, 99
Rural, Galati, Anul 2021, Numar, 223
Rural, Galati, Anul 2022, Numar, 194
Rural, Tulcea, Anul 1990, Numar, 62
Rural, Tulcea, Anul 1991, Numar, 68
Rural, Tulcea, Anul 1992, Numar, 53
Rural, Tulcea, Anul 1993, Numar, 52
Rural, Tulcea, Anul 1994, Numar, 97
Rural, Tulcea, Anul 1995, Numar, 100
Rural, Tulcea, Anul 1996, Numar, 102
Rural, Tulcea, Anul 1997, Numar, 162
Rural, Tulcea, Anul 1998, Numar, 206
Rural, Tulcea, Anul 1999, Numar, 159
Rural, Tulcea, Anul 2000, Numar, 115
Rural, Tulcea, Anul 2001, Numar, 175
Rural, Tulcea, Anul 2002, Numar, 152
Rural, Tulcea, Anul 2003, Numar, 137
Rural, Tulcea, Anul 2004, Numar, 129
Rural, Tulcea, Anul 2005, Numar, 172
Rural, Tulcea, Anul 2006, Numar, 138
Rural, Tulcea, Anul 2007, Numar, 163
Rural, Tulcea, Anul 2008, Numar, 143
Rural, Tulcea, Anul 2009, Numar, 69
Rural, Tulcea, Anul 2010, Numar, 149
Rural, Tulcea, Anul 2011, Numar, 127
Rural, Tulcea, Anul 2012, Numar, 146
Rural, Tulcea, Anul 2013, Numar, 119
Rural, Tulcea, Anul 2014, Numar, 94
Rural, Tulcea, Anul 2015, Numar, 102
Rural, Tulcea, Anul 2016, Numar, 58
Rural, Tulcea, Anul 2017, Numar, 106
Rural, Tulcea, Anul 2018, Numar, 112
Rural, Tulcea, Anul 2019, Numar, 127
Rural, Tulcea, Anul 2020, Numar, 75
Rural, Tulcea, Anul 2021, Numar, 118
Rural, Tulcea, Anul 2022, Numar, 81
Rural, Vrancea, Anul 1990, Numar, 193
Rural, Vrancea, Anul 1991, Numar, 309
Rural, Vrancea, Anul 1992, Numar, 170
Rural, Vrancea, Anul 1993, Numar, 228
Rural, Vrancea, Anul 1994, Numar, 320
Rural, Vrancea, Anul 1995, Numar, 356
Rural, Vrancea, Anul 1996, Numar, 374
Rural, Vrancea, Anul 1997, Numar, 322
Rural, Vrancea, Anul 1998, Numar, 427
Rural, Vrancea, Anul 1999, Numar, 339
Rural, Vrancea, Anul 2000, Numar, 319
Rural, Vrancea, Anul 2001, Numar, 296
Rural, Vrancea, Anul 2002, Numar, 300
Rural, Vrancea, Anul 2003, Numar, 345
Rural, Vrancea, Anul 2004, Numar, 330
Rural, Vrancea, Anul 2005, Numar, 326
Rural, Vrancea, Anul 2006, Numar, 344
Rural, Vrancea, Anul 2007, Numar, 404
Rural, Vrancea, Anul 2008, Numar, 375
Rural, Vrancea, Anul 2009, Numar, 297
Rural, Vrancea, Anul 2010, Numar, 253
Rural, Vrancea, Anul 2011, Numar, 237
Rural, Vrancea, Anul 2012, Numar, 200
Rural, Vrancea, Anul 2013, Numar, 175
Rural, Vrancea, Anul 2014, Numar, 184
Rural, Vrancea, Anul 2015, Numar, 238
Rural, Vrancea, Anul 2016, Numar, 263
Rural, Vrancea, Anul 2017, Numar, 224
Rural, Vrancea, Anul 2018, Numar, 188
Rural, Vrancea, Anul 2019, Numar, 218
Rural, Vrancea, Anul 2020, Numar, 120
Rural, Vrancea, Anul 2021, Numar, 186
Rural, Vrancea, Anul 2022, Numar, 129
Rural, Arges, Anul 1990, Numar, 309
Rural, Arges, Anul 1991, Numar, 377
Rural, Arges, Anul 1992, Numar, 298
Rural, Arges, Anul 1993, Numar, 289
Rural, Arges, Anul 1994, Numar, 430
Rural, Arges, Anul 1995, Numar, 290
Rural, Arges, Anul 1996, Numar, 364
Rural, Arges, Anul 1997, Numar, 357
Rural, Arges, Anul 1998, Numar, 470
Rural, Arges, Anul 1999, Numar, 356
Rural, Arges, Anul 2000, Numar, 310
Rural, Arges, Anul 2001, Numar, 366
Rural, Arges, Anul 2002, Numar, 306
Rural, Arges, Anul 2003, Numar, 324
Rural, Arges, Anul 2004, Numar, 358
Rural, Arges, Anul 2005, Numar, 354
Rural, Arges, Anul 2006, Numar, 339
Rural, Arges, Anul 2007, Numar, 329
Rural, Arges, Anul 2008, Numar, 307
Rural, Arges, Anul 2009, Numar, 340
Rural, Arges, Anul 2010, Numar, 408
Rural, Arges, Anul 2011, Numar, 424
Rural, Arges, Anul 2012, Numar, 330
Rural, Arges, Anul 2013, Numar, 340
Rural, Arges, Anul 2014, Numar, 278
Rural, Arges, Anul 2015, Numar, 329
Rural, Arges, Anul 2016, Numar, 292
Rural, Arges, Anul 2017, Numar, 447
Rural, Arges, Anul 2018, Numar, 386
Rural, Arges, Anul 2019, Numar, 451
Rural, Arges, Anul 2020, Numar, 297
Rural, Arges, Anul 2021, Numar, 292
Rural, Arges, Anul 2022, Numar, 438
Rural, Calarasi, Anul 1990, Numar, 154
Rural, Calarasi, Anul 1991, Numar, 203
Rural, Calarasi, Anul 1992, Numar, 146
Rural, Calarasi, Anul 1993, Numar, 147
Rural, Calarasi, Anul 1994, Numar, 208
Rural, Calarasi, Anul 1995, Numar, 213
Rural, Calarasi, Anul 1996, Numar, 180
Rural, Calarasi, Anul 1997, Numar, 276
Rural, Calarasi, Anul 1998, Numar, 276
Rural, Calarasi, Anul 1999, Numar, 192
Rural, Calarasi, Anul 2000, Numar, 173
Rural, Calarasi, Anul 2001, Numar, 165
Rural, Calarasi, Anul 2002, Numar, 190
Rural, Calarasi, Anul 2003, Numar, 205
Rural, Calarasi, Anul 2004, Numar, 219
Rural, Calarasi, Anul 2005, Numar, 211
Rural, Calarasi, Anul 2006, Numar, 221
Rural, Calarasi, Anul 2007, Numar, 298
Rural, Calarasi, Anul 2008, Numar, 312
Rural, Calarasi, Anul 2009, Numar, 252
Rural, Calarasi, Anul 2010, Numar, 254
Rural, Calarasi, Anul 2011, Numar, 266
Rural, Calarasi, Anul 2012, Numar, 229
Rural, Calarasi, Anul 2013, Numar, 190
Rural, Calarasi, Anul 2014, Numar, 177
Rural, Calarasi, Anul 2015, Numar, 249
Rural, Calarasi, Anul 2016, Numar, 205
Rural, Calarasi, Anul 2017, Numar, 209
Rural, Calarasi, Anul 2018, Numar, 222
Rural, Calarasi, Anul 2019, Numar, 209
Rural, Calarasi, Anul 2020, Numar, 208
Rural, Calarasi, Anul 2021, Numar, 134
Rural, Calarasi, Anul 2022, Numar, 179
Rural, Dambovita, Anul 1990, Numar, 380
Rural, Dambovita, Anul 1991, Numar, 487
Rural, Dambovita, Anul 1992, Numar, 270
Rural, Dambovita, Anul 1993, Numar, 295
Rural, Dambovita, Anul 1994, Numar, 463
Rural, Dambovita, Anul 1995, Numar, 359
Rural, Dambovita, Anul 1996, Numar, 350
Rural, Dambovita, Anul 1997, Numar, 515
Rural, Dambovita, Anul 1998, Numar, 328
Rural, Dambovita, Anul 1999, Numar, 380
Rural, Dambovita, Anul 2000, Numar, 354
Rural, Dambovita, Anul 2001, Numar, 429
Rural, Dambovita, Anul 2002, Numar, 422
Rural, Dambovita, Anul 2003, Numar, 406
Rural, Dambovita, Anul 2004, Numar, 436
Rural, Dambovita, Anul 2005, Numar, 369
Rural, Dambovita, Anul 2006, Numar, 398
Rural, Dambovita, Anul 2007, Numar, 437
Rural, Dambovita, Anul 2008, Numar, 450
Rural, Dambovita, Anul 2009, Numar, 398
Rural, Dambovita, Anul 2010, Numar, 405
Rural, Dambovita, Anul 2011, Numar, 421
Rural, Dambovita, Anul 2012, Numar, 324
Rural, Dambovita, Anul 2013, Numar, 304
Rural, Dambovita, Anul 2014, Numar, 268
Rural, Dambovita, Anul 2015, Numar, 441
Rural, Dambovita, Anul 2016, Numar, 406
Rural, Dambovita, Anul 2017, Numar, 353
Rural, Dambovita, Anul 2018, Numar, 495
Rural, Dambovita, Anul 2019, Numar, 518
Rural, Dambovita, Anul 2020, Numar, 325
Rural, Dambovita, Anul 2021, Numar, 356
Rural, Dambovita, Anul 2022, Numar, 357
Rural, Giurgiu, Anul 1990, Numar, 171
Rural, Giurgiu, Anul 1991, Numar, 187
Rural, Giurgiu, Anul 1992, Numar, 108
Rural, Giurgiu, Anul 1993, Numar, 124
Rural, Giurgiu, Anul 1994, Numar, 183
Rural, Giurgiu, Anul 1995, Numar, 157
Rural, Giurgiu, Anul 1996, Numar, 92
Rural, Giurgiu, Anul 1997, Numar, 166
Rural, Giurgiu, Anul 1998, Numar, 175
Rural, Giurgiu, Anul 1999, Numar, 135
Rural, Giurgiu, Anul 2000, Numar, 88
Rural, Giurgiu, Anul 2001, Numar, 79
Rural, Giurgiu, Anul 2002, Numar, 81
Rural, Giurgiu, Anul 2003, Numar, 61
Rural, Giurgiu, Anul 2004, Numar, 70
Rural, Giurgiu, Anul 2005, Numar, 88
Rural, Giurgiu, Anul 2006, Numar, 91
Rural, Giurgiu, Anul 2007, Numar, 92
Rural, Giurgiu, Anul 2008, Numar, 125
Rural, Giurgiu, Anul 2009, Numar, 109
Rural, Giurgiu, Anul 2010, Numar, 140
Rural, Giurgiu, Anul 2011, Numar, 141
Rural, Giurgiu, Anul 2012, Numar, 138
Rural, Giurgiu, Anul 2013, Numar, 116
Rural, Giurgiu, Anul 2014, Numar, 53
Rural, Giurgiu, Anul 2015, Numar, 116
Rural, Giurgiu, Anul 2016, Numar, 175
Rural, Giurgiu, Anul 2017, Numar, 216
Rural, Giurgiu, Anul 2018, Numar, 113
Rural, Giurgiu, Anul 2019, Numar, 176
Rural, Giurgiu, Anul 2020, Numar, 147
Rural, Giurgiu, Anul 2021, Numar, 239
Rural, Giurgiu, Anul 2022, Numar, 123
Rural, Ialomita, Anul 1990, Numar, 111
Rural, Ialomita, Anul 1991, Numar, 158
Rural, Ialomita, Anul 1992, Numar, 143
Rural, Ialomita, Anul 1993, Numar, 145
Rural, Ialomita, Anul 1994, Numar, 219
Rural, Ialomita, Anul 1995, Numar, 171
Rural, Ialomita, Anul 1996, Numar, 179
Rural, Ialomita, Anul 1997, Numar, 163
Rural, Ialomita, Anul 1998, Numar, 182
Rural, Ialomita, Anul 1999, Numar, 159
Rural, Ialomita, Anul 2000, Numar, 161
Rural, Ialomita, Anul 2001, Numar, 155
Rural, Ialomita, Anul 2002, Numar, 142
Rural, Ialomita, Anul 2003, Numar, 143
Rural, Ialomita, Anul 2004, Numar, 182
Rural, Ialomita, Anul 2005, Numar, 127
Rural, Ialomita, Anul 2006, Numar, 121
Rural, Ialomita, Anul 2007, Numar, 162
Rural, Ialomita, Anul 2008, Numar, 210
Rural, Ialomita, Anul 2009, Numar, 160
Rural, Ialomita, Anul 2010, Numar, 150
Rural, Ialomita, Anul 2011, Numar, 177
Rural, Ialomita, Anul 2012, Numar, 181
Rural, Ialomita, Anul 2013, Numar, 142
Rural, Ialomita, Anul 2014, Numar, 109
Rural, Ialomita, Anul 2015, Numar, 143
Rural, Ialomita, Anul 2016, Numar, 161
Rural, Ialomita, Anul 2017, Numar, 139
Rural, Ialomita, Anul 2018, Numar, 173
Rural, Ialomita, Anul 2019, Numar, 173
Rural, Ialomita, Anul 2020, Numar, 182
Rural, Ialomita, Anul 2021, Numar, 130
Rural, Ialomita, Anul 2022, Numar, 124
Rural, Prahova, Anul 1990, Numar, 459
Rural, Prahova, Anul 1991, Numar, 593
Rural, Prahova, Anul 1992, Numar, 489
Rural, Prahova, Anul 1993, Numar, 558
Rural, Prahova, Anul 1994, Numar, 666
Rural, Prahova, Anul 1995, Numar, 544
Rural, Prahova, Anul 1996, Numar, 601
Rural, Prahova, Anul 1997, Numar, 489
Rural, Prahova, Anul 1998, Numar, 540
