Medii de rezidenta, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
Rural, Tulcea, Anul 1994, Numar persoane, 9
Rural, Tulcea, Anul 1995, Numar persoane, 9
Rural, Tulcea, Anul 1996, Numar persoane, 7
Rural, Tulcea, Anul 1997, Numar persoane, 13
Rural, Tulcea, Anul 1998, Numar persoane, 22
Rural, Tulcea, Anul 1999, Numar persoane, 12
Rural, Tulcea, Anul 2000, Numar persoane, 17
Rural, Tulcea, Anul 2001, Numar persoane, 14
Rural, Tulcea, Anul 2002, Numar persoane, 14
Rural, Tulcea, Anul 2003, Numar persoane, 15
Rural, Tulcea, Anul 2004, Numar persoane, 13
Rural, Tulcea, Anul 2005, Numar persoane, 11
Rural, Tulcea, Anul 2006, Numar persoane, 13
Rural, Tulcea, Anul 2007, Numar persoane, 9
Rural, Tulcea, Anul 2008, Numar persoane, 15
Rural, Tulcea, Anul 2009, Numar persoane, 8
Rural, Tulcea, Anul 2010, Numar persoane, 4
Rural, Tulcea, Anul 2011, Numar persoane, 12
Rural, Tulcea, Anul 2012, Numar persoane, 9
Rural, Tulcea, Anul 2013, Numar persoane, 7
Rural, Tulcea, Anul 2014, Numar persoane, 7
Rural, Tulcea, Anul 2015, Numar persoane, 6
Rural, Tulcea, Anul 2016, Numar persoane, 4
Rural, Tulcea, Anul 2017, Numar persoane, 5
Rural, Tulcea, Anul 2018, Numar persoane, 4
Rural, Tulcea, Anul 2019, Numar persoane, 5
Rural, Tulcea, Anul 2020, Numar persoane, 8
Rural, Tulcea, Anul 2021, Numar persoane, 5
Rural, Tulcea, Anul 2022, Numar persoane, 3
Rural, Vrancea, Anul 1990, Numar persoane, 22
Rural, Vrancea, Anul 1991, Numar persoane, 21
Rural, Vrancea, Anul 1992, Numar persoane, 14
Rural, Vrancea, Anul 1993, Numar persoane, 15
Rural, Vrancea, Anul 1994, Numar persoane, 10
Rural, Vrancea, Anul 1995, Numar persoane, 22
Rural, Vrancea, Anul 1996, Numar persoane, 16
Rural, Vrancea, Anul 1997, Numar persoane, 17
Rural, Vrancea, Anul 1998, Numar persoane, 16
Rural, Vrancea, Anul 1999, Numar persoane, 19
Rural, Vrancea, Anul 2000, Numar persoane, 28
Rural, Vrancea, Anul 2001, Numar persoane, 9
Rural, Vrancea, Anul 2002, Numar persoane, 16
Rural, Vrancea, Anul 2003, Numar persoane, 23
Rural, Vrancea, Anul 2004, Numar persoane, 21
Rural, Vrancea, Anul 2005, Numar persoane, 13
Rural, Vrancea, Anul 2006, Numar persoane, 15
Rural, Vrancea, Anul 2007, Numar persoane, 14
Rural, Vrancea, Anul 2008, Numar persoane, 12
Rural, Vrancea, Anul 2009, Numar persoane, 10
Rural, Vrancea, Anul 2010, Numar persoane, 5
Rural, Vrancea, Anul 2011, Numar persoane, 9
Rural, Vrancea, Anul 2012, Numar persoane, 10
Rural, Vrancea, Anul 2013, Numar persoane, 7
Rural, Vrancea, Anul 2014, Numar persoane, 12
Rural, Vrancea, Anul 2015, Numar persoane, 7
Rural, Vrancea, Anul 2016, Numar persoane, 12
Rural, Vrancea, Anul 2017, Numar persoane, 5
Rural, Vrancea, Anul 2018, Numar persoane, 10
Rural, Vrancea, Anul 2019, Numar persoane, 5
Rural, Vrancea, Anul 2020, Numar persoane, 5
Rural, Vrancea, Anul 2021, Numar persoane, 1
Rural, Vrancea, Anul 2022, Numar persoane, 5
Rural, Arges, Anul 1990, Numar persoane, 21
Rural, Arges, Anul 1991, Numar persoane, 27
Rural, Arges, Anul 1992, Numar persoane, 22
Rural, Arges, Anul 1993, Numar persoane, 13
Rural, Arges, Anul 1994, Numar persoane, 25
Rural, Arges, Anul 1995, Numar persoane, 21
Rural, Arges, Anul 1996, Numar persoane, 26
Rural, Arges, Anul 1997, Numar persoane, 33
Rural, Arges, Anul 1998, Numar persoane, 25
Rural, Arges, Anul 1999, Numar persoane, 27
Rural, Arges, Anul 2000, Numar persoane, 21
Rural, Arges, Anul 2001, Numar persoane, 27
Rural, Arges, Anul 2002, Numar persoane, 27
Rural, Arges, Anul 2003, Numar persoane, 21
Rural, Arges, Anul 2004, Numar persoane, 27
Rural, Arges, Anul 2005, Numar persoane, 22
Rural, Arges, Anul 2006, Numar persoane, 32
Rural, Arges, Anul 2007, Numar persoane, 13
Rural, Arges, Anul 2008, Numar persoane, 17
Rural, Arges, Anul 2009, Numar persoane, 22
Rural, Arges, Anul 2010, Numar persoane, 13
Rural, Arges, Anul 2011, Numar persoane, 16
Rural, Arges, Anul 2012, Numar persoane, 15
Rural, Arges, Anul 2013, Numar persoane, 22
Rural, Arges, Anul 2014, Numar persoane, 17
Rural, Arges, Anul 2015, Numar persoane, 17
Rural, Arges, Anul 2016, Numar persoane, 18
Rural, Arges, Anul 2017, Numar persoane, 16
Rural, Arges, Anul 2018, Numar persoane, 12
Rural, Arges, Anul 2019, Numar persoane, 14
Rural, Arges, Anul 2020, Numar persoane, 12
Rural, Arges, Anul 2021, Numar persoane, 20
Rural, Arges, Anul 2022, Numar persoane, 9
Rural, Calarasi, Anul 1990, Numar persoane, 21
Rural, Calarasi, Anul 1991, Numar persoane, 20
Rural, Calarasi, Anul 1992, Numar persoane, 20
Rural, Calarasi, Anul 1993, Numar persoane, 12
Rural, Calarasi, Anul 1994, Numar persoane, 20
Rural, Calarasi, Anul 1995, Numar persoane, 19
Rural, Calarasi, Anul 1996, Numar persoane, 19
Rural, Calarasi, Anul 1997, Numar persoane, 22
Rural, Calarasi, Anul 1998, Numar persoane, 17
Rural, Calarasi, Anul 1999, Numar persoane, 22
Rural, Calarasi, Anul 2000, Numar persoane, 15
Rural, Calarasi, Anul 2001, Numar persoane, 22
Rural, Calarasi, Anul 2002, Numar persoane, 23
Rural, Calarasi, Anul 2003, Numar persoane, 15
Rural, Calarasi, Anul 2004, Numar persoane, 14
Rural, Calarasi, Anul 2005, Numar persoane, 17
Rural, Calarasi, Anul 2006, Numar persoane, 16
Rural, Calarasi, Anul 2007, Numar persoane, 17
Rural, Calarasi, Anul 2008, Numar persoane, 13
Rural, Calarasi, Anul 2009, Numar persoane, 6
Rural, Calarasi, Anul 2010, Numar persoane, 15
Rural, Calarasi, Anul 2011, Numar persoane, 11
Rural, Calarasi, Anul 2012, Numar persoane, 12
Rural, Calarasi, Anul 2013, Numar persoane, 16
Rural, Calarasi, Anul 2014, Numar persoane, 7
Rural, Calarasi, Anul 2015, Numar persoane, 13
Rural, Calarasi, Anul 2016, Numar persoane, 6
Rural, Calarasi, Anul 2017, Numar persoane, 11
Rural, Calarasi, Anul 2018, Numar persoane, 8
Rural, Calarasi, Anul 2019, Numar persoane, 2
Rural, Calarasi, Anul 2020, Numar persoane, 10
Rural, Calarasi, Anul 2021, Numar persoane, 4
Rural, Calarasi, Anul 2022, Numar persoane, 10
Rural, Dambovita, Anul 1990, Numar persoane, 39
Rural, Dambovita, Anul 1991, Numar persoane, 33
Rural, Dambovita, Anul 1992, Numar persoane, 28
Rural, Dambovita, Anul 1993, Numar persoane, 32
Rural, Dambovita, Anul 1994, Numar persoane, 29
Rural, Dambovita, Anul 1995, Numar persoane, 17
Rural, Dambovita, Anul 1996, Numar persoane, 29
Rural, Dambovita, Anul 1997, Numar persoane, 23
Rural, Dambovita, Anul 1998, Numar persoane, 20
Rural, Dambovita, Anul 1999, Numar persoane, 25
Rural, Dambovita, Anul 2000, Numar persoane, 21
Rural, Dambovita, Anul 2001, Numar persoane, 16
Rural, Dambovita, Anul 2002, Numar persoane, 16
Rural, Dambovita, Anul 2003, Numar persoane, 17
Rural, Dambovita, Anul 2004, Numar persoane, 11
Rural, Dambovita, Anul 2005, Numar persoane, 13
Rural, Dambovita, Anul 2006, Numar persoane, 14
Rural, Dambovita, Anul 2007, Numar persoane, 9
Rural, Dambovita, Anul 2008, Numar persoane, 14
Rural, Dambovita, Anul 2009, Numar persoane, 7
Rural, Dambovita, Anul 2010, Numar persoane, 2
Rural, Dambovita, Anul 2011, Numar persoane, 11
Rural, Dambovita, Anul 2012, Numar persoane, 9
Rural, Dambovita, Anul 2013, Numar persoane, 7
Rural, Dambovita, Anul 2014, Numar persoane, 8
Rural, Dambovita, Anul 2015, Numar persoane, 7
Rural, Dambovita, Anul 2016, Numar persoane, 14
Rural, Dambovita, Anul 2017, Numar persoane, 6
Rural, Dambovita, Anul 2018, Numar persoane, 7
Rural, Dambovita, Anul 2019, Numar persoane, 8
Rural, Dambovita, Anul 2020, Numar persoane, 13
Rural, Dambovita, Anul 2021, Numar persoane, 16
Rural, Dambovita, Anul 2022, Numar persoane, 8
Rural, Giurgiu, Anul 1990, Numar persoane, 12
Rural, Giurgiu, Anul 1991, Numar persoane, 7
Rural, Giurgiu, Anul 1992, Numar persoane, 7
Rural, Giurgiu, Anul 1993, Numar persoane, 4
Rural, Giurgiu, Anul 1994, Numar persoane, 13
Rural, Giurgiu, Anul 1995, Numar persoane, 13
Rural, Giurgiu, Anul 1996, Numar persoane, 10
Rural, Giurgiu, Anul 1997, Numar persoane, 10
Rural, Giurgiu, Anul 1998, Numar persoane, 16
Rural, Giurgiu, Anul 1999, Numar persoane, 12
Rural, Giurgiu, Anul 2000, Numar persoane, 18
Rural, Giurgiu, Anul 2001, Numar persoane, 14
Rural, Giurgiu, Anul 2002, Numar persoane, 10
Rural, Giurgiu, Anul 2003, Numar persoane, 5
Rural, Giurgiu, Anul 2004, Numar persoane, 11
Rural, Giurgiu, Anul 2005, Numar persoane, 8
Rural, Giurgiu, Anul 2006, Numar persoane, 7
Rural, Giurgiu, Anul 2007, Numar persoane, 3
Rural, Giurgiu, Anul 2008, Numar persoane, 5
Rural, Giurgiu, Anul 2009, Numar persoane, 3
Rural, Giurgiu, Anul 2010, Numar persoane, 6
Rural, Giurgiu, Anul 2011, Numar persoane, 10
Rural, Giurgiu, Anul 2012, Numar persoane, 3
Rural, Giurgiu, Anul 2013, Numar persoane, 4
Rural, Giurgiu, Anul 2014, Numar persoane, 5
Rural, Giurgiu, Anul 2015, Numar persoane, 8
Rural, Giurgiu, Anul 2016, Numar persoane, 8
Rural, Giurgiu, Anul 2017, Numar persoane, 10
Rural, Giurgiu, Anul 2018, Numar persoane, 6
Rural, Giurgiu, Anul 2019, Numar persoane, 4
Rural, Giurgiu, Anul 2020, Numar persoane, 4
Rural, Giurgiu, Anul 2021, Numar persoane, 3
Rural, Giurgiu, Anul 2022, Numar persoane, 6
Rural, Ialomita, Anul 1990, Numar persoane, 20
Rural, Ialomita, Anul 1991, Numar persoane, 8
Rural, Ialomita, Anul 1992, Numar persoane, 15
Rural, Ialomita, Anul 1993, Numar persoane, 14
Rural, Ialomita, Anul 1994, Numar persoane, 14
Rural, Ialomita, Anul 1995, Numar persoane, 14
Rural, Ialomita, Anul 1996, Numar persoane, 16
Rural, Ialomita, Anul 1997, Numar persoane, 18
Rural, Ialomita, Anul 1998, Numar persoane, 14
Rural, Ialomita, Anul 1999, Numar persoane, 18
Rural, Ialomita, Anul 2000, Numar persoane, 13
Rural, Ialomita, Anul 2001, Numar persoane, 15
Rural, Ialomita, Anul 2002, Numar persoane, 11
Rural, Ialomita, Anul 2003, Numar persoane, 15
Rural, Ialomita, Anul 2004, Numar persoane, 13
Rural, Ialomita, Anul 2005, Numar persoane, 15
Rural, Ialomita, Anul 2006, Numar persoane, 15
Rural, Ialomita, Anul 2007, Numar persoane, 11
Rural, Ialomita, Anul 2008, Numar persoane, 9
Rural, Ialomita, Anul 2009, Numar persoane, 10
Rural, Ialomita, Anul 2010, Numar persoane, 10
Rural, Ialomita, Anul 2011, Numar persoane, 12
Rural, Ialomita, Anul 2012, Numar persoane, 11
Rural, Ialomita, Anul 2013, Numar persoane, 12
Rural, Ialomita, Anul 2014, Numar persoane, 8
Rural, Ialomita, Anul 2015, Numar persoane, 8
Rural, Ialomita, Anul 2016, Numar persoane, 5
Rural, Ialomita, Anul 2017, Numar persoane, 10
Rural, Ialomita, Anul 2018, Numar persoane, 4
Rural, Ialomita, Anul 2019, Numar persoane, 6
Rural, Ialomita, Anul 2020, Numar persoane, 6
Rural, Ialomita, Anul 2021, Numar persoane, 8
Rural, Ialomita, Anul 2022, Numar persoane, 9
Rural, Prahova, Anul 1990, Numar persoane, 27
Rural, Prahova, Anul 1991, Numar persoane, 29
Rural, Prahova, Anul 1992, Numar persoane, 27
Rural, Prahova, Anul 1993, Numar persoane, 28
Rural, Prahova, Anul 1994, Numar persoane, 25
Rural, Prahova, Anul 1995, Numar persoane, 27
Rural, Prahova, Anul 1996, Numar persoane, 26
Rural, Prahova, Anul 1997, Numar persoane, 27
Rural, Prahova, Anul 1998, Numar persoane, 28
Rural, Prahova, Anul 1999, Numar persoane, 41
Rural, Prahova, Anul 2000, Numar persoane, 36
Rural, Prahova, Anul 2001, Numar persoane, 32
Rural, Prahova, Anul 2002, Numar persoane, 34
Rural, Prahova, Anul 2003, Numar persoane, 35
Rural, Prahova, Anul 2004, Numar persoane, 33
Rural, Prahova, Anul 2005, Numar persoane, 27
Rural, Prahova, Anul 2006, Numar persoane, 19
Rural, Prahova, Anul 2007, Numar persoane, 29
Rural, Prahova, Anul 2008, Numar persoane, 20
Rural, Prahova, Anul 2009, Numar persoane, 27
Rural, Prahova, Anul 2010, Numar persoane, 26
Rural, Prahova, Anul 2011, Numar persoane, 32
Rural, Prahova, Anul 2012, Numar persoane, 25
Rural, Prahova, Anul 2013, Numar persoane, 15
Rural, Prahova, Anul 2014, Numar persoane, 21
Rural, Prahova, Anul 2015, Numar persoane, 19
Rural, Prahova, Anul 2016, Numar persoane, 16
Rural, Prahova, Anul 2017, Numar persoane, 11
Rural, Prahova, Anul 2018, Numar persoane, 13
Rural, Prahova, Anul 2019, Numar persoane, 14
Rural, Prahova, Anul 2020, Numar persoane, 12
Rural, Prahova, Anul 2021, Numar persoane, 10
Rural, Prahova, Anul 2022, Numar persoane, 14
Rural, Teleorman, Anul 1990, Numar persoane, 13
Rural, Teleorman, Anul 1991, Numar persoane, 17
Rural, Teleorman, Anul 1992, Numar persoane, 15
Rural, Teleorman, Anul 1993, Numar persoane, 14
Rural, Teleorman, Anul 1994, Numar persoane, 28
Rural, Teleorman, Anul 1995, Numar persoane, 17
Rural, Teleorman, Anul 1996, Numar persoane, 9
Rural, Teleorman, Anul 1997, Numar persoane, 10
Rural, Teleorman, Anul 1998, Numar persoane, 17
Rural, Teleorman, Anul 1999, Numar persoane, 22
Rural, Teleorman, Anul 2000, Numar persoane, 15
Rural, Teleorman, Anul 2001, Numar persoane, 12
Rural, Teleorman, Anul 2002, Numar persoane, 10
Rural, Teleorman, Anul 2003, Numar persoane, 22
Rural, Teleorman, Anul 2004, Numar persoane, 12
Rural, Teleorman, Anul 2005, Numar persoane, 17
Rural, Teleorman, Anul 2006, Numar persoane, 10
Rural, Teleorman, Anul 2007, Numar persoane, 8
Rural, Teleorman, Anul 2008, Numar persoane, 9
Rural, Teleorman, Anul 2009, Numar persoane, 11
Rural, Teleorman, Anul 2010, Numar persoane, 10
Rural, Teleorman, Anul 2011, Numar persoane, 8
Rural, Teleorman, Anul 2012, Numar persoane, 10
Rural, Teleorman, Anul 2013, Numar persoane, 11
Rural, Teleorman, Anul 2014, Numar persoane, 14
Rural, Teleorman, Anul 2015, Numar persoane, 9
Rural, Teleorman, Anul 2016, Numar persoane, 4
Rural, Teleorman, Anul 2017, Numar persoane, 6
Rural, Teleorman, Anul 2018, Numar persoane, 7
Rural, Teleorman, Anul 2019, Numar persoane, 7
Rural, Teleorman, Anul 2020, Numar persoane, 9
Rural, Teleorman, Anul 2021, Numar persoane, 4
Rural, Teleorman, Anul 2022, Numar persoane, 13
Rural, Ilfov, Anul 1990, Numar persoane, 18
Rural, Ilfov, Anul 1991, Numar persoane, 13
Rural, Ilfov, Anul 1992, Numar persoane, 14
Rural, Ilfov, Anul 1993, Numar persoane, 7
Rural, Ilfov, Anul 1994, Numar persoane, 15
Rural, Ilfov, Anul 1995, Numar persoane, 11
Rural, Ilfov, Anul 1996, Numar persoane, 15
Rural, Ilfov, Anul 1997, Numar persoane, 12
Rural, Ilfov, Anul 1998, Numar persoane, 22
Rural, Ilfov, Anul 1999, Numar persoane, 15
Rural, Ilfov, Anul 2000, Numar persoane, 11
Rural, Ilfov, Anul 2001, Numar persoane, 15
Rural, Ilfov, Anul 2002, Numar persoane, 7
Rural, Ilfov, Anul 2003, Numar persoane, 12
Rural, Ilfov, Anul 2004, Numar persoane, 17
Rural, Ilfov, Anul 2005, Numar persoane, 12
Rural, Ilfov, Anul 2006, Numar persoane, 4
Rural, Ilfov, Anul 2007, Numar persoane, 11
Rural, Ilfov, Anul 2008, Numar persoane, 10
Rural, Ilfov, Anul 2009, Numar persoane, 7
Rural, Ilfov, Anul 2010, Numar persoane, 5
Rural, Ilfov, Anul 2011, Numar persoane, 8
Rural, Ilfov, Anul 2012, Numar persoane, 5
Rural, Ilfov, Anul 2013, Numar persoane, 9
Rural, Ilfov, Anul 2014, Numar persoane, 6
Rural, Ilfov, Anul 2015, Numar persoane, 3
Rural, Ilfov, Anul 2016, Numar persoane, 8
Rural, Ilfov, Anul 2017, Numar persoane, 3
Rural, Ilfov, Anul 2018, Numar persoane, 6
Rural, Ilfov, Anul 2019, Numar persoane, 8
Rural, Ilfov, Anul 2020, Numar persoane, 7
Rural, Ilfov, Anul 2021, Numar persoane, 14
Rural, Ilfov, Anul 2022, Numar persoane, 9
Rural, Dolj, Anul 1990, Numar persoane, 24
Rural, Dolj, Anul 1991, Numar persoane, 11
Rural, Dolj, Anul 1992, Numar persoane, 7
Rural, Dolj, Anul 1993, Numar persoane, 16
Rural, Dolj, Anul 1994, Numar persoane, 8
Rural, Dolj, Anul 1995, Numar persoane, 13
Rural, Dolj, Anul 1996, Numar persoane, 4
Rural, Dolj, Anul 1997, Numar persoane, 14
Rural, Dolj, Anul 1998, Numar persoane, 4
Rural, Dolj, Anul 1999, Numar persoane, 5
Rural, Dolj, Anul 2000, Numar persoane, 8
Rural, Dolj, Anul 2001, Numar persoane, 2
Rural, Dolj, Anul 2002, Numar persoane, 3
Rural, Dolj, Anul 2003, Numar persoane, 7
Rural, Dolj, Anul 2004, Numar persoane, 4
Rural, Dolj, Anul 2005, Numar persoane, 6
Rural, Dolj, Anul 2006, Numar persoane, 5
Rural, Dolj, Anul 2008, Numar persoane, 3
Rural, Dolj, Anul 2009, Numar persoane, 1
Rural, Dolj, Anul 2012, Numar persoane, 2
Rural, Dolj, Anul 2013, Numar persoane, 6
Rural, Dolj, Anul 2014, Numar persoane, 1
Rural, Dolj, Anul 2015, Numar persoane, 1
Rural, Dolj, Anul 2017, Numar persoane, 1
Rural, Dolj, Anul 2018, Numar persoane, 2
Rural, Dolj, Anul 2019, Numar persoane, 2
Rural, Dolj, Anul 2020, Numar persoane, 2
Rural, Dolj, Anul 2021, Numar persoane, 2
Rural, Dolj, Anul 2022, Numar persoane, 3
Rural, Gorj, Anul 1990, Numar persoane, 23
Rural, Gorj, Anul 1991, Numar persoane, 15
Rural, Gorj, Anul 1992, Numar persoane, 19
Rural, Gorj, Anul 1993, Numar persoane, 17
Rural, Gorj, Anul 1994, Numar persoane, 24
Rural, Gorj, Anul 1995, Numar persoane, 26
Rural, Gorj, Anul 1996, Numar persoane, 13
Rural, Gorj, Anul 1997, Numar persoane, 11
Rural, Gorj, Anul 1998, Numar persoane, 19
Rural, Gorj, Anul 1999, Numar persoane, 16
Rural, Gorj, Anul 2000, Numar persoane, 16
Rural, Gorj, Anul 2001, Numar persoane, 12
Rural, Gorj, Anul 2002, Numar persoane, 17
Rural, Gorj, Anul 2003, Numar persoane, 14
Rural, Gorj, Anul 2004, Numar persoane, 11
Rural, Gorj, Anul 2005, Numar persoane, 17
Rural, Gorj, Anul 2006, Numar persoane, 15
Rural, Gorj, Anul 2007, Numar persoane, 6
Rural, Gorj, Anul 2008, Numar persoane, 8
Rural, Gorj, Anul 2009, Numar persoane, 9
Rural, Gorj, Anul 2010, Numar persoane, 4
Rural, Gorj, Anul 2011, Numar persoane, 5
Rural, Gorj, Anul 2012, Numar persoane, 6
Rural, Gorj, Anul 2013, Numar persoane, 2
Rural, Gorj, Anul 2014, Numar persoane, 5
Rural, Gorj, Anul 2015, Numar persoane, 4
Rural, Gorj, Anul 2016, Numar persoane, 4
Rural, Gorj, Anul 2017, Numar persoane, 4
Rural, Gorj, Anul 2018, Numar persoane, 2
Rural, Gorj, Anul 2019, Numar persoane, 2
Rural, Gorj, Anul 2020, Numar persoane, 5
Rural, Gorj, Anul 2021, Numar persoane, 6
Rural, Gorj, Anul 2022, Numar persoane, 2
Rural, Mehedinti, Anul 1990, Numar persoane, 11
Rural, Mehedinti, Anul 1991, Numar persoane, 5
Rural, Mehedinti, Anul 1992, Numar persoane, 11
Rural, Mehedinti, Anul 1993, Numar persoane, 12
Rural, Mehedinti, Anul 1994, Numar persoane, 12
Rural, Mehedinti, Anul 1995, Numar persoane, 14
Rural, Mehedinti, Anul 1996, Numar persoane, 10
Rural, Mehedinti, Anul 1997, Numar persoane, 14
Rural, Mehedinti, Anul 1998, Numar persoane, 11
Rural, Mehedinti, Anul 1999, Numar persoane, 8
Rural, Mehedinti, Anul 2000, Numar persoane, 10
Rural, Mehedinti, Anul 2001, Numar persoane, 20
Rural, Mehedinti, Anul 2002, Numar persoane, 13
Rural, Mehedinti, Anul 2003, Numar persoane, 11
Rural, Mehedinti, Anul 2004, Numar persoane, 11
Rural, Mehedinti, Anul 2005, Numar persoane, 11
Rural, Mehedinti, Anul 2006, Numar persoane, 9
Rural, Mehedinti, Anul 2007, Numar persoane, 9
Rural, Mehedinti, Anul 2008, Numar persoane, 14
Rural, Mehedinti, Anul 2009, Numar persoane, 9
Rural, Mehedinti, Anul 2010, Numar persoane, 8
Rural, Mehedinti, Anul 2011, Numar persoane, 10
Rural, Mehedinti, Anul 2012, Numar persoane, 3
Rural, Mehedinti, Anul 2013, Numar persoane, 9
Rural, Mehedinti, Anul 2014, Numar persoane, 8
Rural, Mehedinti, Anul 2015, Numar persoane, 6
Rural, Mehedinti, Anul 2016, Numar persoane, 6
Rural, Mehedinti, Anul 2017, Numar persoane, 6
Rural, Mehedinti, Anul 2018, Numar persoane, 9
Rural, Mehedinti, Anul 2019, Numar persoane, 8
Rural, Mehedinti, Anul 2020, Numar persoane, 5
Rural, Mehedinti, Anul 2021, Numar persoane, 1
Rural, Mehedinti, Anul 2022, Numar persoane, 8
Rural, Olt, Anul 1990, Numar persoane, 11
Rural, Olt, Anul 1991, Numar persoane, 15
Rural, Olt, Anul 1992, Numar persoane, 19
Rural, Olt, Anul 1993, Numar persoane, 16
Rural, Olt, Anul 1994, Numar persoane, 15
Rural, Olt, Anul 1995, Numar persoane, 13
Rural, Olt, Anul 1996, Numar persoane, 8
Rural, Olt, Anul 1997, Numar persoane, 8
Rural, Olt, Anul 1998, Numar persoane, 10
Rural, Olt, Anul 1999, Numar persoane, 7
Rural, Olt, Anul 2000, Numar persoane, 7
Rural, Olt, Anul 2001, Numar persoane, 5
Rural, Olt, Anul 2002, Numar persoane, 2
Rural, Olt, Anul 2003, Numar persoane, 6
Rural, Olt, Anul 2004, Numar persoane, 10
Rural, Olt, Anul 2005, Numar persoane, 8
Rural, Olt, Anul 2006, Numar persoane, 8
Rural, Olt, Anul 2007, Numar persoane, 3
Rural, Olt, Anul 2008, Numar persoane, 5
Rural, Olt, Anul 2009, Numar persoane, 6
Rural, Olt, Anul 2010, Numar persoane, 4
Rural, Olt, Anul 2011, Numar persoane, 4
Rural, Olt, Anul 2012, Numar persoane, 6
Rural, Olt, Anul 2013, Numar persoane, 5
Rural, Olt, Anul 2014, Numar persoane, 5
Rural, Olt, Anul 2015, Numar persoane, 3
Rural, Olt, Anul 2016, Numar persoane, 1
Rural, Olt, Anul 2017, Numar persoane, 2
Rural, Olt, Anul 2018, Numar persoane, 5
Rural, Olt, Anul 2019, Numar persoane, 6
Rural, Olt, Anul 2020, Numar persoane, 4
Rural, Olt, Anul 2021, Numar persoane, 2
Rural, Olt, Anul 2022, Numar persoane, 4
Rural, Valcea, Anul 1990, Numar persoane, 35
Rural, Valcea, Anul 1991, Numar persoane, 18
Rural, Valcea, Anul 1992, Numar persoane, 20
Rural, Valcea, Anul 1993, Numar persoane, 28
Rural, Valcea, Anul 1994, Numar persoane, 22
Rural, Valcea, Anul 1995, Numar persoane, 11
Rural, Valcea, Anul 1996, Numar persoane, 16
Rural, Valcea, Anul 1997, Numar persoane, 10
Rural, Valcea, Anul 1998, Numar persoane, 12
Rural, Valcea, Anul 1999, Numar persoane, 15
Rural, Valcea, Anul 2000, Numar persoane, 12
Rural, Valcea, Anul 2001, Numar persoane, 10
Rural, Valcea, Anul 2002, Numar persoane, 9
Rural, Valcea, Anul 2003, Numar persoane, 14
Rural, Valcea, Anul 2004, Numar persoane, 11
Rural, Valcea, Anul 2005, Numar persoane, 15
Rural, Valcea, Anul 2006, Numar persoane, 11
Rural, Valcea, Anul 2007, Numar persoane, 9
Rural, Valcea, Anul 2008, Numar persoane, 8
Rural, Valcea, Anul 2009, Numar persoane, 5
Rural, Valcea, Anul 2010, Numar persoane, 8
Rural, Valcea, Anul 2011, Numar persoane, 9
Rural, Valcea, Anul 2012, Numar persoane, 7
Rural, Valcea, Anul 2013, Numar persoane, 5
Rural, Valcea, Anul 2014, Numar persoane, 6
Rural, Valcea, Anul 2015, Numar persoane, 9
Rural, Valcea, Anul 2016, Numar persoane, 3
Rural, Valcea, Anul 2017, Numar persoane, 6
Rural, Valcea, Anul 2018, Numar persoane, 3
Rural, Valcea, Anul 2019, Numar persoane, 3
Rural, Valcea, Anul 2020, Numar persoane, 3
Rural, Valcea, Anul 2021, Numar persoane, 4
Rural, Valcea, Anul 2022, Numar persoane, 4
Rural, Arad, Anul 1990, Numar persoane, 19
Rural, Arad, Anul 1991, Numar persoane, 17
Rural, Arad, Anul 1992, Numar persoane, 25
Rural, Arad, Anul 1993, Numar persoane, 18
Rural, Arad, Anul 1994, Numar persoane, 17
Rural, Arad, Anul 1995, Numar persoane, 18
Rural, Arad, Anul 1996, Numar persoane, 13
Rural, Arad, Anul 1997, Numar persoane, 19
Rural, Arad, Anul 1998, Numar persoane, 27
Rural, Arad, Anul 1999, Numar persoane, 21
Rural, Arad, Anul 2000, Numar persoane, 22
Rural, Arad, Anul 2001, Numar persoane, 22
Rural, Arad, Anul 2002, Numar persoane, 17
Rural, Arad, Anul 2003, Numar persoane, 16
Rural, Arad, Anul 2004, Numar persoane, 15
Rural, Arad, Anul 2005, Numar persoane, 17
Rural, Arad, Anul 2006, Numar persoane, 11
Rural, Arad, Anul 2007, Numar persoane, 17
Rural, Arad, Anul 2008, Numar persoane, 10
Rural, Arad, Anul 2009, Numar persoane, 9
Rural, Arad, Anul 2010, Numar persoane, 16
Rural, Arad, Anul 2011, Numar persoane, 18
Rural, Arad, Anul 2012, Numar persoane, 16
Rural, Arad, Anul 2013, Numar persoane, 10
Rural, Arad, Anul 2014, Numar persoane, 14
Rural, Arad, Anul 2015, Numar persoane, 12
Rural, Arad, Anul 2016, Numar persoane, 10
Rural, Arad, Anul 2017, Numar persoane, 5
Rural, Arad, Anul 2018, Numar persoane, 15
Rural, Arad, Anul 2019, Numar persoane, 6
Rural, Arad, Anul 2020, Numar persoane, 9
Rural, Arad, Anul 2021, Numar persoane, 12
Rural, Arad, Anul 2022, Numar persoane, 16
Rural, Caras-Severin, Anul 1990, Numar persoane, 8
Rural, Caras-Severin, Anul 1991, Numar persoane, 13
Rural, Caras-Severin, Anul 1992, Numar persoane, 6
Rural, Caras-Severin, Anul 1993, Numar persoane, 1
Rural, Caras-Severin, Anul 1994, Numar persoane, 3
